ClientId,Period,PlanId,PlanName,FormularyId,FormularyName,ControllerId,ControllerName,Channel,PlanType,PBMId,PBMName
13104,202112,4579,Community Healthcare Coalition,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4580,Cuyahoga Community College,61855,CVS Caremark Performance Standard Control w/ Advanced Specialty Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4581,Exelon Corporation,64120,OptumRx Premium Standard,889,OptumRx,Commercial,Employer,889,OptumRx
13104,202112,4583,Massillon Health System,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4585,Michigan State University,61855,CVS Caremark Performance Standard Control w/ Advanced Specialty Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4586,Ninth Farm Credit District,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4587,Northern Illinois Benefit Fund,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4588,"Steel Equipment Specialist, LLC",61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4589,Acara Solutions,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4591,United States Golf Association,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4596,International Union of Operating Engineers Local 547 ,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4597,Costco Wholesale,64289,Costco Employees,60242,Navitus Health Solutions PBM,Commercial,Employer,60242,Navitus Health Solutions PBM
13104,202112,4598,Vermont Medicaid,59722,Vermont Medicaid,63645,State of Vermont,State Medicaid,State Medicaid,6107,Change Healthcare PBM
13104,202112,4599,IBEW Health Fund 4th District,60452,Sav-Rx,2581,Sav-Rx,Commercial,Employer,2581,Sav-Rx
13104,202112,4601,ACEC,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4602,"AKZO Nobel, Inc.",61855,CVS Caremark Performance Standard Control w/ Advanced Specialty Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4604,"American Greetings, Inc.",62028,UnitedHealthcare Traditional Three Tier,3180,"UnitedHealth Group, Inc.",Commercial,Employer,889,OptumRx
13104,202112,4612,Silgan Containers Corporation,59620,Anthem National Three Tier,3181,"Anthem, Inc.",Commercial,Employer,69652,IngenioRx
13104,202112,4613,LIUNA Local 332,61825,Express Scripts National Preferred with Limited,7504,Express Scripts PBM,Commercial,Employer,7504,Express Scripts PBM
13104,202112,4616,Anmed Health System,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4617,AON Corporation,61825,Express Scripts National Preferred with Limited,7504,Express Scripts PBM,Commercial,Employer,7504,Express Scripts PBM
13104,202112,4618,AstenJohnson,61855,CVS Caremark Performance Standard Control w/ Advanced Specialty Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4619,Austin Travis County,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4620,Bricklayers & Allied Craftsmen (B.A.C.) Local #32 Insurance,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4621,Baker Hughes,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4622,"Baxter International, Inc.",61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4623,Baylor College of Medicine,61855,CVS Caremark Performance Standard Control w/ Advanced Specialty Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4624,Becton Dickinson,61852,CVS Caremark Performance Standard Opt Out,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4627,Bishop Gadsden Retirement Comm.,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4630,BP Amoco,61825,Express Scripts National Preferred with Limited,7504,Express Scripts PBM,Commercial,Employer,7504,Express Scripts PBM
13104,202112,4631,"Brechbuhler Scales, Inc.",61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4632,Brecksville Broadview Heights,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4633,Burger Iron,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4634,Butler Manufacturing,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4635,CVS Caremark Performance Standard Control,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,PBM Offering,884,CVS Caremark RX
13104,202112,4636,Carmeuse North America Group,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4637,Celgard,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4638,Century Aluminum,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4639,"Charles Schwab & Co., Inc.",61855,CVS Caremark Performance Standard Control w/ Advanced Specialty Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4640,"Chart Industries, Inc.",61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4644,City of Akron,61852,CVS Caremark Performance Standard Opt Out,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4645,City of Barberton,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4646,City of Cuyahoga Falls,61855,CVS Caremark Performance Standard Control w/ Advanced Specialty Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4647,City of Lima,61855,CVS Caremark Performance Standard Control w/ Advanced Specialty Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4654,Conectiv,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4656,Cox Health Plan - HMO,59777,Cox Health Plan,17172,Cox Health,Commercial,HMO,5997,Elixir PBM
13104,202112,4657,Cracker Barrel Old Country,64120,OptumRx Premium Standard,889,OptumRx,Commercial,Employer,889,OptumRx
13104,202112,4660,DePaul University,63656,BCBS of Illinois Basic 6 Tier,3309,Health Care Service Corporation,Commercial,Employer,60243,Prime Therapeutics
13104,202112,4661,Detroit and Vicinity Trowel Tr.,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4662,Dominion Energy,61819,Express Scripts National Preferred with Advantage Plus,7504,Express Scripts PBM,Commercial,Employer,7504,Express Scripts PBM
13104,202112,4663,"Domtar, Inc.",61825,Express Scripts National Preferred with Limited,7504,Express Scripts PBM,Commercial,Employer,7504,Express Scripts PBM
13104,202112,4665,Edison International,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4666,"Emcor Group, Inc.",61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4667,Encyclopedia Britannica,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4668,"Everhard Products, Inc.",61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4670,Fabpro Incorporated,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4671,Famous Supply Company,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4675,Federated Allied Retirees,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4677,Martek Biosciences Kingstree Corporation,61825,Express Scripts National Preferred with Limited,7504,Express Scripts PBM,Commercial,Employer,7504,Express Scripts PBM
13104,202112,4678,Ferrellgas,62033,UnitedHealthCare Advantage Three Tier,3180,"UnitedHealth Group, Inc.",Commercial,Employer,889,OptumRx
13104,202112,4679,Fidelity Investments,61855,CVS Caremark Performance Standard Control w/ Advanced Specialty Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4681,Bank of America,61855,CVS Caremark Performance Standard Control w/ Advanced Specialty Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4682,Franklin-Essex-Hamilton Health,61825,Express Scripts National Preferred with Limited,7504,Express Scripts PBM,Commercial,Employer,7504,Express Scripts PBM
13104,202112,4685,Aerojet Rocketdyne,61855,CVS Caremark Performance Standard Control w/ Advanced Specialty Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4686,"GoJo Industries, Inc.",61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4687,Golden Gate Bridge,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4689,TRICARE Overseas,60024,TriCare Department of Defense,63006,Department of Defense - TRICARE,Commercial,Government,7504,Express Scripts PBM
13104,202112,4690,Greater Cleveland Regional,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4692,Greer Steel,61855,CVS Caremark Performance Standard Control w/ Advanced Specialty Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4693,Harborside Healthcare Corporation,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4694,Heat & Frost Insulators Northern California,61780,Elixir Standard Formulary,5997,Elixir PBM,Commercial,Employer,5997,Elixir PBM
13104,202112,4695,IBEW Local #129 H&W Fund,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4696,ICF Consulting Group,61855,CVS Caremark Performance Standard Control w/ Advanced Specialty Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4697,INA USA Corporation,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4698,Ingersoll-Rand Company,61855,CVS Caremark Performance Standard Control w/ Advanced Specialty Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4699,IUOE  Local 181 & 320,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4701,Interpark,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4702,Interpublic Group of Companies,61819,Express Scripts National Preferred with Advantage Plus,7504,Express Scripts PBM,Commercial,Employer,7504,Express Scripts PBM
13104,202112,4704,Jackson Township,61855,CVS Caremark Performance Standard Control w/ Advanced Specialty Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4705,"Kennecott, Inc.",64120,OptumRx Premium Standard,889,OptumRx,Commercial,Employer,889,OptumRx
13104,202112,4708,Lacera,61855,CVS Caremark Performance Standard Control w/ Advanced Specialty Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4709,Lake County Board of Comm.,61855,CVS Caremark Performance Standard Control w/ Advanced Specialty Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4710,Lake County Schools Council,61855,CVS Caremark Performance Standard Control w/ Advanced Specialty Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4711,Ajax TOCCO,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4712,Assured Partners Insurance,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4713,"Lesco, Inc.",61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4714,LG Philips Displays,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4715,"Libbey, Inc.",61855,CVS Caremark Performance Standard Control w/ Advanced Specialty Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4716,Lincoln Lutheran Facilities,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4717,Linde Lift Truck Corporation,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4718,"Littelfuse, Inc.",63656,BCBS of Illinois Basic 6 Tier,3309,Health Care Service Corporation,Commercial,Employer,60243,Prime Therapeutics
13104,202112,4719,AMC Theatres,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4721,Lower Colorado River Authority,62033,UnitedHealthCare Advantage Three Tier,3180,"UnitedHealth Group, Inc.",Commercial,Employer,889,OptumRx
13104,202112,4722,Mantaline Corporation,61855,CVS Caremark Performance Standard Control w/ Advanced Specialty Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4723,Marconi Society,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4724,Marlite,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4725,Kindred Healthcare,61855,CVS Caremark Performance Standard Control w/ Advanced Specialty Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4726,McDermott International,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4729,Mercy Medical Center,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4730,MetroHealth System,61855,CVS Caremark Performance Standard Control w/ Advanced Specialty Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4731,"Meyer Tool, Inc.",61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4732,AllCare CCO,61068,AllCare (OHP),68490,"AllCare Health, Inc.",Managed Medicaid,HMO - Medicaid,60208,"MedImpact Healthcare Systems, Inc."
13104,202112,4733,Midwest Operating Engineers,64119,OptumRx Select Standard,889,OptumRx,Commercial,Employer,889,OptumRx
13104,202112,4734,Millennium Metal Fabricators,61852,CVS Caremark Performance Standard Opt Out,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4736,Millwrights Local 1102,61495,MedImpact Portfolio High Formulary,60208,"MedImpact Healthcare Systems, Inc.",Commercial,Employer,60208,"MedImpact Healthcare Systems, Inc."
13104,202112,4737,Montgomery County Public Schools,61085,Montgomery County Public Schools,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4738,Moose International,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4740,Mount Union College,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4742,National Railroad Passenger Corp.,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4743,NCH Corporation,61825,Express Scripts National Preferred with Limited,7504,Express Scripts PBM,Commercial,Employer,7504,Express Scripts PBM
13104,202112,4744,"NEC America, Inc.",61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4745,"Nelson, Mullins, Riley & Scarborough",61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4746,New York District Council of Carpenters,61825,Express Scripts National Preferred with Limited,7504,Express Scripts PBM,Commercial,Employer,7504,Express Scripts PBM
13104,202112,4747,New York Presbyterian Hospital,61855,CVS Caremark Performance Standard Control w/ Advanced Specialty Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4750,NL Industries,61855,CVS Caremark Performance Standard Control w/ Advanced Specialty Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4751,Nova Behavioral Health,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4752,Omnova,61855,CVS Caremark Performance Standard Control w/ Advanced Specialty Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4754,SF Pathway,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4756,"PCC Airfoils, Inc.",61855,CVS Caremark Performance Standard Control w/ Advanced Specialty Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4759,Peoples Services,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4760,Peracare,61825,Express Scripts National Preferred with Limited,7504,Express Scripts PBM,Commercial,Employer,7504,Express Scripts PBM
13104,202112,4762,Plumbers & Pipefitters 190,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4763,"Polybond, Inc.",61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4764,"Portage Electric Products, Inc.",61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4765,"PPG Industries, Inc.",61855,CVS Caremark Performance Standard Control w/ Advanced Specialty Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4768,Unum Group,61855,CVS Caremark Performance Standard Control w/ Advanced Specialty Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4769,Public Service Electric & Gas (PSEG),61826,Express Scripts Basic with Limited,7504,Express Scripts PBM,Commercial,Employer,7504,Express Scripts PBM
13104,202112,4771,"RCM Technologies, Inc.",61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4772,"Remington Products, Inc.",61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4775,Robert Bosch Corporation,61825,Express Scripts National Preferred with Limited,7504,Express Scripts PBM,Commercial,Employer,7504,Express Scripts PBM
13104,202112,4776,Robertson Heating Supply Company,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4778,Roche Diagnostics,64120,OptumRx Premium Standard,889,OptumRx,Commercial,Employer,889,OptumRx
13104,202112,4779,Roofers Union Local 70 H&W,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4780,Roofers Union Welfare Trust,60743,Cigna Legacy Performance Four Tier,3164,Cigna Corporation,Commercial,Employer,7504,Express Scripts PBM
13104,202112,4782,Rural Carrier Benefit Plan,64236,Rural Carrier Benefit Plan,70777,CVS Health (Aetna),Commercial,Other Insurer,884,CVS Caremark RX
13104,202112,4784,Sabre Holdings Corporation,61855,CVS Caremark Performance Standard Control w/ Advanced Specialty Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4785,"Savage Industries, Inc.",61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4789,"Sematech, Inc.",61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4790,"Sensors, Inc.",61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4791,Sheet Metal Workers Union Local 162,61780,Elixir Standard Formulary,5997,Elixir PBM,Commercial,Employer,5997,Elixir PBM
13104,202112,4792,Sheet Metal Workers Local 80,61780,Elixir Standard Formulary,5997,Elixir PBM,Commercial,Employer,5997,Elixir PBM
13104,202112,4793,Sinai Health System,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4794,UFCW South Central,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4795,Southern Farm Bureau Life Insurance,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4796,St. Vincent Charity Hospital,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4797,St. John West Shore,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4798,Steelcase Inc,61825,Express Scripts National Preferred with Limited,7504,Express Scripts PBM,Commercial,Employer,7504,Express Scripts PBM
13104,202112,4799,Sunbeam Corporation,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4800,American Superba,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4801,Team Health,61855,CVS Caremark Performance Standard Control w/ Advanced Specialty Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4803,Teamsters Local Union 422,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4804,Tektronix Inc.,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4805,"Texas Association of School Boards, Inc.",64120,OptumRx Premium Standard,889,OptumRx,Commercial,Employer,889,OptumRx
13104,202112,4806,Textron,61855,CVS Caremark Performance Standard Control w/ Advanced Specialty Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4808,The Epoch Group,61825,Express Scripts National Preferred with Limited,7504,Express Scripts PBM,Commercial,Employer,7504,Express Scripts PBM
13104,202112,4809,The Gates Corporation,64120,OptumRx Premium Standard,889,OptumRx,Commercial,Employer,889,OptumRx
13104,202112,4810,The Ohio AFSCME Care Plan,61852,CVS Caremark Performance Standard Opt Out,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4811,The Plain Dealer,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4812,The St. Joe Company,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4813,The University of Chicago,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4814,The University of Pennsylvania,61852,CVS Caremark Performance Standard Opt Out,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4815,The Williams Companies,61819,Express Scripts National Preferred with Advantage Plus,7504,Express Scripts PBM,Commercial,Employer,7504,Express Scripts PBM
13104,202112,4819,Underwriters Lab,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4820,Union Metal Corporation,61855,CVS Caremark Performance Standard Control w/ Advanced Specialty Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4821,United Airlines Inc.,61826,Express Scripts Basic with Limited,7504,Express Scripts PBM,Commercial,Employer,7504,Express Scripts PBM
13104,202112,4824,USAA Employee Benefits Association,61825,Express Scripts National Preferred with Limited,7504,Express Scripts PBM,Commercial,Employer,7504,Express Scripts PBM
13104,202112,4825,Viad Corporation,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4827,Wayne County Employee Benefits Plan,63815,Aetna Standard,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4828,Wells Fargo,61825,Express Scripts National Preferred with Limited,7504,Express Scripts PBM,Commercial,Employer,7504,Express Scripts PBM
13104,202112,4831,Western Union International,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4832,Will County Carpenters Local 174,61825,Express Scripts National Preferred with Limited,7504,Express Scripts PBM,Commercial,Employer,7504,Express Scripts PBM
13104,202112,4833,William Beaumont Hospital,63830,MedImpact MedPerform Medium,60208,"MedImpact Healthcare Systems, Inc.",Commercial,Employer,60208,"MedImpact Healthcare Systems, Inc."
13104,202112,4834,"WM Wrigley, Jr. Company",61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4835,Wolters Kluwer United States,61855,CVS Caremark Performance Standard Control w/ Advanced Specialty Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4839,Medical Mutual COSE,60043,Medical Mutual of Ohio,3356,Medical Mutual of Ohio Corporation,Commercial,Employer,7504,Express Scripts PBM
13104,202112,4842,Labor & Hod Carriers,60452,Sav-Rx,2581,Sav-Rx,Commercial,Employer,2581,Sav-Rx
13104,202112,4847,St. John Smart Plan,59951,Ascension Health,3164,Cigna Corporation,Commercial,Employer,7504,Express Scripts PBM
13104,202112,4849,Boehringer Ingelheim,61854,CVS Caremark Performance Standard Control,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4853,Laborers Local 57,61827,Express Scripts High Performance with Limited,7504,Express Scripts PBM,Commercial,Employer,7504,Express Scripts PBM
13104,202112,4854,Teamsters Local 20,61827,Express Scripts High Performance with Limited,7504,Express Scripts PBM,Commercial,Employer,7504,Express Scripts PBM
13104,202112,4855,Kimberly Clark,61532,CVS Caremark Advanced Control Formulary,70777,CVS Health (Aetna),Commercial,Employer,884,CVS Caremark RX
13104,202112,4856,California Ironworkers Field Welfare Plan,64120,OptumRx Premium Standard,889,OptumRx,Commercial,Employer,889,OptumRx
13104,202112,4857,Episcopal Church Medical Trust,61825,Express Scripts National Preferred with Limited,7504,Express Scripts PBM,Commercial,Employer,7504,Express Scripts PBM
13104,202112,4858,MaineCare,59406,MaineCare,63619,State of Maine,State Medicaid,State Medicaid,6107,Change Healthcare PBM
